"Time (s) E5-Rod-T1","Angle (rad) E5-Rod-T1","Angular Velocity (rad/s) E5-Rod-T1","Angular Acceleration (rad/s²) E5-Rod-T1","Position (m) E5-Rod-T1","Velocity (m/s) E5-Rod-T1","Acceleration (m/s²) E5-Rod-T1","Time (s) E5-Rod-T2","Angle (rad) E5-Rod-T2","Angular Velocity (rad/s) E5-Rod-T2","Angular Acceleration (rad/s²) E5-Rod-T2","Position (m) E5-Rod-T2","Velocity (m/s) E5-Rod-T2","Acceleration (m/s²) E5-Rod-T2","Time (s) E5-Rod-T3","Angle (rad) E5-Rod-T3","Angular Velocity (rad/s) E5-Rod-T3","Angular Acceleration (rad/s²) E5-Rod-T3","Position (m) E5-Rod-T3","Velocity (m/s) E5-Rod-T3","Acceleration (m/s²) E5-Rod-T3","Time (s) E5-M1-T1","Angle (rad) E5-M1-T1","Angular Velocity (rad/s) E5-M1-T1","Angular Acceleration (rad/s²) E5-M1-T1","Position (m) E5-M1-T1","Velocity (m/s) E5-M1-T1","Acceleration (m/s²) E5-M1-T1","Time (s) E5-M1-T2","Angle (rad) E5-M1-T2","Angular Velocity (rad/s) E5-M1-T2","Angular Acceleration (rad/s²) E5-M1-T2","Position (m) E5-M1-T2","Velocity (m/s) E5-M1-T2","Acceleration (m/s²) E5-M1-T2","Time (s) E5-M1-T3","Angle (rad) E5-M1-T3","Angular Velocity (rad/s) E5-M1-T3","Angular Acceleration (rad/s²) E5-M1-T3","Position (m) E5-M1-T3","Velocity (m/s) E5-M1-T3","Acceleration (m/s²) E5-M1-T3","Time (s) E5-M2-T1","Angle (rad) E5-M2-T1","Angular Velocity (rad/s) E5-M2-T1","Angular Acceleration (rad/s²) E5-M2-T1","Position (m) E5-M2-T1","Velocity (m/s) E5-M2-T1","Acceleration (m/s²) E5-M2-T1","Time (s) E5-M2-T2","Angle (rad) E5-M2-T2","Angular Velocity (rad/s) E5-M2-T2","Angular Acceleration (rad/s²) E5-M2-T2","Position (m) E5-M2-T2","Velocity (m/s) E5-M2-T2","Acceleration (m/s²) E5-M2-T2","Time (s) E5-M2-T3","Angle (rad) E5-M2-T3","Angular Velocity (rad/s) E5-M2-T3","Angular Acceleration (rad/s²) E5-M2-T3","Position (m) E5-M2-T3","Velocity (m/s) E5-M2-T3","Acceleration (m/s²) E5-M2-T3","Time (s) E5-M3-T1","Angle (rad) E5-M3-T1","Angular Velocity (rad/s) E5-M3-T1","Angular Acceleration (rad/s²) E5-M3-T1","Position (m) E5-M3-T1","Velocity (m/s) E5-M3-T1","Acceleration (m/s²) E5-M3-T1","Time (s) E5-M3-T2","Angle (rad) E5-M3-T2","Angular Velocity (rad/s) E5-M3-T2","Angular Acceleration (rad/s²) E5-M3-T2","Position (m) E5-M3-T2","Velocity (m/s) E5-M3-T2","Acceleration (m/s²) E5-M3-T2","Time (s) E5-M3-T3","Angle (rad) E5-M3-T3","Angular Velocity (rad/s) E5-M3-T3","Angular Acceleration (rad/s²) E5-M3-T3","Position (m) E5-M3-T3","Velocity (m/s) E5-M3-T3","Acceleration (m/s²) E5-M3-T3","Time (s) E5-M4-T1","Angle (rad) E5-M4-T1","Angular Velocity (rad/s) E5-M4-T1","Angular Acceleration (rad/s²) E5-M4-T1","Position (m) E5-M4-T1","Velocity (m/s) E5-M4-T1","Acceleration (m/s²) E5-M4-T1","Time (s) E5-M4-T2","Angle (rad) E5-M4-T2","Angular Velocity (rad/s) E5-M4-T2","Angular Acceleration (rad/s²) E5-M4-T2","Position (m) E5-M4-T2","Velocity (m/s) E5-M4-T2","Acceleration (m/s²) E5-M4-T2","Time (s) E5-M4-T3","Angle (rad) E5-M4-T3","Angular Velocity (rad/s) E5-M4-T3","Angular Acceleration (rad/s²) E5-M4-T3","Position (m) E5-M4-T3","Velocity (m/s) E5-M4-T3","Acceleration (m/s²) E5-M4-T3"
2.960,0.003,0.314,-3.491,7.5000E-5,0.007,-0.083,2.960,0.016,0.969,-1.745,3.7500E-4,0.023,-0.042,2.960,0.011,-0.079,3.054,2.6250E-4,-0.002,0.073,2.960,0.130,0.079,-2.618,0.0031,0.002,-0.062,2.960,-0.174,0.367,3.054,-0.0042,0.009,0.073,2.960,-0.204,0.079,6.109,-0.0049,0.002,0.146,2.960,0.159,0.497,0.000,0.0038,0.012,4.337E-16,2.960,0.116,-0.236,-4.800,0.0028,-0.006,-0.115,2.960,0.179,0.367,-4.800,0.0043,0.009,-0.115,2.960,0.069,-0.576,-4.800,0.0017,-0.014,-0.115,2.960,-0.091,0.550,1.309,-0.0022,0.013,0.031,2.960,-0.003,0.759,-2.720E-13,-7.5000E-5,0.018,-6.418E-15,2.960,0.064,-0.812,2.618,0.0015,-0.019,0.062,2.960,-0.119,0.183,3.491,-0.0029,0.004,0.083,2.960,0.298,-0.628,-9.163,0.0071,-0.015,-0.219
2.970,0.006,0.288,-3.927,1.5000E-4,0.007,-0.094,2.970,0.025,0.942,-1.309,6.0000E-4,0.023,-0.031,2.970,0.009,-0.052,2.618,2.2500E-4,-0.001,0.062,2.970,0.132,0.052,-3.927,0.0032,0.001,-0.094,2.970,-0.170,0.367,1.309,-0.0041,0.009,0.031,2.970,-0.203,0.157,7.854,-0.0048,0.004,0.188,2.970,0.163,0.497,-2.618,0.0039,0.012,-0.063,2.970,0.113,-0.314,-4.800,0.0027,-0.007,-0.115,2.970,0.182,0.288,-8.290,0.0044,0.007,-0.198,2.970,0.063,-0.602,-0.436,0.0015,-0.014,-0.010,2.970,-0.086,0.550,0.873,-0.0021,0.013,0.021,2.970,0.005,0.733,-1.309,1.1250E-4,0.017,-0.031,2.970,0.057,-0.785,-9.992E-14,0.0014,-0.019,-2.949E-15,2.970,-0.116,0.209,3.491,-0.0028,0.005,0.083,2.970,0.292,-0.733,-9.163,0.0070,-0.018,-0.219
2.980,0.009,0.236,-4.363,2.2500E-4,0.006,-0.104,2.980,0.035,0.942,-0.873,8.2500E-4,0.022,-0.021,2.980,0.009,-0.026,2.618,2.2500E-4,-6.250E-4,0.062,2.980,0.132,0.000,-4.800,0.0032,0.000,-0.115,2.980,-0.167,0.367,2.618,-0.0040,0.009,0.063,2.980,-0.201,0.236,8.727,-0.0048,0.006,0.208,2.980,0.168,0.445,-6.109,0.0040,0.011,-0.146,2.980,0.110,-0.367,-2.618,0.0026,-0.009,-0.063,2.980,0.185,0.157,-8.727,0.0044,0.004,-0.208,2.980,0.057,-0.550,1.745,0.0014,-0.013,0.042,2.980,-0.080,0.550,1.309,-0.0019,0.013,0.031,2.980,0.011,0.733,-1.745,2.6250E-4,0.017,-0.042,2.980,0.049,-0.812,-2.618,0.0012,-0.019,-0.062,2.980,-0.115,0.262,3.491,-0.0027,0.006,0.083,2.980,0.284,-0.838,-6.981,0.0068,-0.020,-0.167
2.990,0.011,0.183,-3.491,2.6250E-4,0.004,-0.083,2.990,0.044,0.942,-1.745,0.0011,0.022,-0.042,2.990,0.009,0.000,3.054,2.2500E-4,0.000,0.073,2.990,0.132,-0.052,-5.236,0.0032,-0.001,-0.125,2.990,-0.163,0.393,6.109,-0.0039,0.009,0.146,2.990,-0.198,0.340,7.418,-0.0047,0.008,0.177,2.990,0.173,0.367,-8.290,0.0041,0.009,-0.198,2.990,0.105,-0.367,0.436,0.0025,-0.009,0.010,2.990,0.185,0.079,-5.236,0.0044,0.002,-0.125,2.990,0.052,-0.524,0.436,0.0012,-0.013,0.010,2.990,-0.075,0.576,2.182,-0.0018,0.014,0.052,2.990,0.019,0.707,-2.182,4.5000E-4,0.017,-0.052,2.990,0.041,-0.864,-2.618,9.7500E-4,-0.021,-0.062,2.990,-0.112,0.288,2.618,-0.0027,0.007,0.063,2.990,0.275,-0.890,-3.491,0.0066,-0.021,-0.083
3.000,0.013,0.157,-2.182,3.0000E-4,0.004,-0.052,3.000,0.053,0.916,-3.491,0.0013,0.022,-0.083,3.000,0.009,0.026,4.363,2.2500E-4,6.250E-4,0.104,3.000,0.130,-0.105,-4.800,0.0031,-0.003,-0.115,3.000,-0.159,0.497,8.290,-0.0038,0.012,0.198,3.000,-0.195,0.419,3.927,-0.0047,0.010,0.094,3.000,0.176,0.262,-7.854,0.0042,0.006,-0.187,3.000,0.102,-0.340,0.873,0.0024,-0.008,0.021,3.000,0.185,0.052,-1.309,0.0044,0.001,-0.031,3.000,0.047,-0.550,-1.309,0.0011,-0.013,-0.031,3.000,-0.069,0.602,2.182,-0.0017,0.014,0.052,3.000,0.027,0.681,-2.182,6.3750E-4,0.016,-0.052,3.000,0.031,-0.890,1.332E-13,7.5000E-4,-0.021,3.123E-15,3.000,-0.108,0.314,1.745,-0.0026,0.007,0.042,3.000,0.265,-0.890,-2.618,0.0063,-0.021,-0.062
3.010,0.014,0.157,-2.182,3.3750E-4,0.004,-0.052,3.010,0.063,0.864,-4.800,0.0015,0.021,-0.115,3.010,0.009,0.079,5.672,2.2500E-4,0.002,0.135,3.010,0.130,-0.157,-3.491,0.0031,-0.004,-0.083,3.010,-0.154,0.602,6.545,-0.0037,0.014,0.156,3.010,-0.188,0.419,0.873,-0.0045,0.010,0.021,3.010,0.178,0.183,-5.236,0.0042,0.004,-0.125,3.010,0.099,-0.314,-1.745,0.0024,-0.007,-0.042,3.010,0.187,0.079,-2.429E-14,0.0045,0.002,8.674E-16,3.010,0.041,-0.576,-1.309,9.7500E-4,-0.014,-0.031,3.010,-0.063,0.628,1.309,-0.0015,0.015,0.031,3.010,0.031,0.654,-1.745,7.5000E-4,0.016,-0.042,3.010,0.022,-0.864,3.054,5.2500E-4,-0.021,0.073,3.010,-0.105,0.314,2.182,-0.0025,0.008,0.052,3.010,0.258,-0.890,-6.109,0.0061,-0.021,-0.146
3.020,0.016,0.131,-3.491,3.7500E-4,0.003,-0.083,3.020,0.071,0.812,-4.800,0.0017,0.019,-0.115,3.020,0.011,0.157,5.672,2.6250E-4,0.004,0.135,3.020,0.127,-0.183,-1.745,0.0030,-0.004,-0.042,3.020,-0.146,0.654,2.182,-0.0035,0.016,0.052,3.020,-0.185,0.393,2.182,-0.0044,0.009,0.052,3.020,0.179,0.157,-2.618,0.0043,0.004,-0.063,3.020,0.096,-0.367,-4.363,0.0023,-0.009,-0.104,3.020,0.187,0.079,-1.309,0.0045,0.002,-0.031,3.020,0.035,-0.576,-0.873,8.2500E-4,-0.014,-0.021,3.020,-0.057,0.628,-1.887E-13,-0.0014,0.015,-5.291E-15,3.020,0.039,0.654,-2.618,9.3750E-4,0.016,-0.062,3.020,0.014,-0.812,4.363,3.3750E-4,-0.019,0.104,3.020,-0.102,0.340,3.054,-0.0024,0.008,0.073,3.020,0.248,-0.995,-9.163,0.0059,-0.024,-0.219
3.030,0.017,0.079,-4.363,4.1250E-4,0.002,-0.104,3.030,0.079,0.759,-3.927,0.0019,0.018,-0.094,3.030,0.013,0.209,4.363,3.0000E-4,0.005,0.104,3.030,0.126,-0.183,-1.309,0.0030,-0.004,-0.031,3.030,-0.140,0.628,1.332E-13,-0.0033,0.015,2.168E-15,3.030,-0.182,0.419,6.981,-0.0044,0.010,0.167,3.030,0.181,0.157,-2.182,0.0043,0.004,-0.052,3.030,0.093,-0.445,-3.927,0.0022,-0.011,-0.094,3.030,0.188,0.052,-4.363,0.0045,0.001,-0.104,3.030,0.030,-0.576,-0.873,7.1250E-4,-0.014,-0.021,3.030,-0.050,0.628,-1.309,-0.0012,0.015,-0.031,3.030,0.046,0.628,-3.927,0.0011,0.015,-0.094,3.030,0.006,-0.759,3.491,1.5000E-4,-0.018,0.083,3.030,-0.099,0.393,3.054,-0.0024,0.009,0.073,3.030,0.239,-1.152,-5.672,0.0057,-0.028,-0.135
3.040,0.017,0.026,-3.491,4.1250E-4,6.250E-4,-0.083,3.040,0.086,0.733,-3.491,0.0021,0.017,-0.083,3.040,0.016,0.236,3.054,3.7500E-4,0.006,0.073,3.040,0.124,-0.183,-2.618,0.0030,-0.004,-0.062,3.040,-0.134,0.602,1.745,-0.0032,0.014,0.042,3.040,-0.178,0.550,10.036,-0.0042,0.013,0.240,3.040,0.182,0.131,-4.363,0.0044,0.003,-0.104,3.040,0.086,-0.471,-0.873,0.0021,-0.011,-0.021,3.040,0.188,0.000,-7.418,0.0045,0.000,-0.177,3.040,0.024,-0.602,-2.054E-13,5.6250E-4,-0.014,-4.857E-15,3.040,-0.044,0.602,-1.745,-0.0011,0.014,-0.042,3.040,0.052,0.550,-3.927,0.0012,0.013,-0.094,3.040,-0.002,-0.733,1.745,-3.7500E-5,-0.018,0.042,3.040,-0.094,0.419,1.745,-0.0023,0.010,0.042,3.040,0.225,-1.178,1.745,0.0054,-0.028,0.042
3.050,0.017,0.000,-1.745,4.1250E-4,0.000,-0.042,3.050,0.093,0.707,-3.927,0.0022,0.017,-0.094,3.050,0.017,0.262,2.618,4.1250E-4,0.006,0.062,3.050,0.123,-0.236,-4.363,0.0029,-0.006,-0.104,3.050,-0.129,0.654,4.363,-0.0031,0.016,0.104,3.050,-0.171,0.681,7.418,-0.0041,0.016,0.177,3.050,0.184,0.079,-7.854,0.0044,0.002,-0.187,3.050,0.082,-0.445,0.873,0.0020,-0.011,0.021,3.050,0.188,-0.105,-9.163,0.0045,-0.003,-0.219,3.050,0.017,-0.602,2.182,4.1250E-4,-0.014,0.052,3.050,-0.038,0.576,-1.309,-9.0000E-4,0.014,-0.031,3.050,0.057,0.524,-2.618,0.0014,0.013,-0.063,3.050,-0.008,-0.733,0.873,-1.8750E-4,-0.017,0.021,3.050,-0.090,0.419,0.873,-0.0021,0.010,0.021,3.050,0.212,-1.047,3.054,0.0051,-0.025,0.073
3.060,0.017,0.000,-0.873,4.1250E-4,0.000,-0.021,3.060,0.101,0.654,-4.800,0.0024,0.016,-0.115,3.060,0.020,0.288,2.618,4.8750E-4,0.007,0.062,3.060,0.119,-0.288,-4.800,0.0029,-0.007,-0.115,3.060,-0.121,0.733,3.927,-0.0029,0.018,0.094,3.060,-0.163,0.733,0.873,-0.0039,0.018,0.021,3.060,0.184,-0.026,-10.472,0.0044,-6.250E-4,-0.250,3.060,0.079,-0.419,-0.436,0.0019,-0.010,-0.010,3.060,0.187,-0.209,-8.727,0.0045,-0.005,-0.208,3.060,0.011,-0.550,4.363,2.6250E-4,-0.013,0.104,3.060,-0.033,0.576,-0.873,-7.8750E-4,0.014,-0.021,3.060,0.061,0.524,-2.618,0.0015,0.013,-0.063,3.060,-0.016,-0.733,2.182,-3.7500E-4,-0.017,0.052,3.060,-0.086,0.419,1.309,-0.0021,0.010,0.031,3.060,0.204,-0.995,-3.927,0.0049,-0.024,-0.094
3.070,0.017,0.000,-1.745,4.1250E-4,0.000,-0.042,3.070,0.107,0.602,-5.236,0.0026,0.014,-0.125,3.070,0.024,0.314,3.054,5.6250E-4,0.007,0.073,3.070,0.116,-0.340,-3.491,0.0028,-0.008,-0.083,3.070,-0.113,0.759,1.309,-0.0027,0.018,0.031,3.070,-0.156,0.681,-3.054,-0.0037,0.016,-0.073,3.070,0.184,-0.157,-10.472,0.0044,-0.004,-0.250,3.070,0.074,-0.445,-2.618,0.0018,-0.011,-0.063,3.070,0.184,-0.288,-6.981,0.0044,-0.007,-0.167,3.070,0.006,-0.497,4.800,1.5000E-4,-0.012,0.115,3.070,-0.027,0.576,-1.745,-6.3750E-4,0.014,-0.042,3.070,0.068,0.497,-4.800,0.0016,0.012,-0.115,3.070,-0.024,-0.707,4.363,-5.6250E-4,-0.017,0.104,3.070,-0.082,0.445,1.309,-0.0020,0.011,0.031,3.070,0.196,-1.152,-8.290,0.0047,-0.028,-0.198
3.080,0.017,-0.026,-3.491,4.1250E-4,-6.250E-4,-0.083,3.080,0.112,0.550,-5.672,0.0027,0.013,-0.135,3.080,0.027,0.340,4.363,6.3750E-4,0.008,0.104,3.080,0.113,-0.367,-1.745,0.0027,-0.009,-0.042,3.080,-0.105,0.733,1.221E-13,-0.0025,0.018,3.123E-15,3.080,-0.149,0.602,-0.873,-0.0036,0.014,-0.021,3.080,0.181,-0.262,-7.418,0.0043,-0.006,-0.177,3.080,0.069,-0.497,-3.054,0.0017,-0.012,-0.073,3.080,0.181,-0.340,-6.109,0.0043,-0.008,-0.146,3.080,0.002,-0.445,3.491,3.7500E-5,-0.011,0.083,3.080,-0.020,0.550,-3.054,-4.8750E-4,0.013,-0.073,3.080,0.072,0.419,-6.545,0.0017,0.010,-0.156,3.080,-0.030,-0.628,5.236,-7.1250E-4,-0.015,0.125,3.080,-0.077,0.471,7.494E-14,-0.0018,0.011,1.388E-15,3.080,0.181,-1.309,-2.182,0.0043,-0.031,-0.052
3.090,0.017,-0.079,-4.800,4.1250E-4,-0.002,-0.115,3.090,0.118,0.497,-6.545,0.0028,0.012,-0.156,3.090,0.030,0.393,5.672,7.1250E-4,0.009,0.135,3.090,0.108,-0.367,-0.873,0.0026,-0.009,-0.021,3.090,-0.099,0.733,0.873,-0.0024,0.018,0.021,3.090,-0.145,0.628,4.800,-0.0035,0.015,0.115,3.090,0.178,-0.314,-3.927,0.0042,-0.008,-0.094,3.090,0.064,-0.524,-1.309,0.0015,-0.013,-0.031,3.090,0.178,-0.393,-6.545,0.0042,-0.009,-0.156,3.090,-0.003,-0.419,1.745,-7.5000E-5,-0.010,0.042,3.090,-0.016,0.497,-3.054,-3.7500E-4,0.012,-0.073,3.090,0.075,0.340,-6.545,0.0018,0.008,-0.156,3.090,-0.036,-0.576,4.363,-8.6250E-4,-0.014,0.104,3.090,-0.072,0.445,-0.873,-0.0017,0.011,-0.021,3.090,0.167,-1.230,6.109,0.0040,-0.029,0.146
3.100,0.016,-0.131,-5.236,3.7500E-4,-0.003,-0.125,3.100,0.123,0.419,-6.545,0.0029,0.010,-0.156,3.100,0.035,0.471,5.672,8.2500E-4,0.011,0.135,3.100,0.105,-0.367,-1.745,0.0025,-0.009,-0.042,3.100,-0.091,0.759,1.745,-0.0022,0.018,0.042,3.100,-0.138,0.733,7.418,-0.0033,0.017,0.177,3.100,0.174,-0.314,-3.054,0.0042,-0.008,-0.073,3.100,0.058,-0.524,0.873,0.0014,-0.012,0.021,3.100,0.173,-0.471,-6.545,0.0041,-0.011,-0.156,3.100,-0.006,-0.419,0.873,-1.5000E-4,-0.010,0.021,3.100,-0.011,0.471,-2.182,-2.6250E-4,0.011,-0.052,3.100,0.079,0.288,-5.672,0.0019,0.007,-0.135,3.100,-0.041,-0.550,3.491,-9.7500E-4,-0.013,0.083,3.100,-0.068,0.419,-7.494E-14,-0.0016,0.010,-2.168E-15,3.100,0.156,-1.047,4.800,0.0037,-0.025,0.115
3.110,0.014,-0.183,-5.672,3.3750E-4,-0.004,-0.135,3.110,0.126,0.340,-5.236,0.0030,0.008,-0.125,3.110,0.039,0.524,4.363,9.3750E-4,0.012,0.104,3.110,0.102,-0.393,-2.618,0.0024,-0.009,-0.062,3.110,-0.083,0.785,1.309,-0.0020,0.019,0.031,3.110,-0.129,0.838,4.363,-0.0031,0.020,0.104,3.110,0.171,-0.340,-5.236,0.0041,-0.008,-0.125,3.110,0.053,-0.497,1.745,0.0013,-0.012,0.042,3.110,0.168,-0.550,-4.800,0.0040,-0.013,-0.115,3.110,-0.011,-0.419,1.745,-2.6250E-4,-0.010,0.042,3.110,-0.006,0.471,-1.745,-1.5000E-4,0.011,-0.042,3.110,0.082,0.236,-4.800,0.0020,0.006,-0.115,3.110,-0.047,-0.524,3.927,-0.0011,-0.013,0.094,3.110,-0.064,0.445,1.309,-0.0015,0.011,0.031,3.110,0.148,-1.047,-3.491,0.0035,-0.025,-0.083
3.120,0.013,-0.236,-6.981,3.0000E-4,-0.006,-0.167,3.120,0.129,0.314,-3.927,0.0031,0.007,-0.094,3.120,0.046,0.550,3.054,0.0011,0.013,0.073,3.120,0.097,-0.445,-1.745,0.0023,-0.011,-0.042,3.120,-0.075,0.785,-3.997E-13,-0.0018,0.019,-1.110E-14,3.120,-0.121,0.838,-0.436,-0.0029,0.020,-0.010,3.120,0.168,-0.419,-7.854,0.0040,-0.010,-0.188,3.120,0.049,-0.471,0.873,0.0012,-0.011,0.021,3.120,0.162,-0.576,-2.182,0.0039,-0.014,-0.052,3.120,-0.016,-0.393,3.054,-3.7500E-4,-0.009,0.073,3.120,-0.002,0.445,-2.182,-3.7500E-5,0.011,-0.052,3.120,0.083,0.183,-3.927,0.0020,0.004,-0.094,3.120,-0.052,-0.471,4.800,-0.0012,-0.011,0.115,3.120,-0.060,0.471,0.873,-0.0014,0.011,0.021,3.120,0.137,-1.204,-5.672,0.0033,-0.029,-0.135
3.130,0.009,-0.314,-9.163,2.2500E-4,-0.008,-0.219,3.130,0.132,0.288,-3.927,0.0032,0.007,-0.094,3.130,0.050,0.576,2.618,0.0012,0.014,0.062,3.130,0.093,-0.445,1.388E-14,0.0022,-0.011,-6.939E-16,3.130,-0.068,0.785,-1.309,-0.0016,0.019,-0.031,3.130,-0.112,0.785,-2.618,-0.0027,0.019,-0.062,3.130,0.163,-0.524,-7.418,0.0039,-0.012,-0.177,3.130,0.044,-0.471,-0.436,0.0011,-0.011,-0.010,3.130,0.156,-0.576,-1.309,0.0037,-0.014,-0.031,3.130,-0.019,-0.340,3.491,-4.5000E-4,-0.008,0.083,3.130,0.003,0.419,-2.182,7.5000E-5,0.010,-0.052,3.130,0.085,0.157,-3.491,0.0020,0.004,-0.083,3.130,-0.057,-0.419,5.672,-0.0013,-0.010,0.135,3.130,-0.053,0.471,-0.436,-0.0013,0.011,-0.010,3.130,0.123,-1.283,2.182,0.0029,-0.031,0.052
3.140,0.006,-0.419,-10.908,1.5000E-4,-0.010,-0.260,3.140,0.135,0.236,-4.363,0.0032,0.006,-0.104,3.140,0.057,0.602,2.182,0.0014,0.014,0.052,3.140,0.088,-0.419,-5.829E-14,0.0021,-0.010,-1.388E-15,3.140,-0.060,0.759,-1.745,-0.0014,0.018,-0.042,3.140,-0.105,0.759,-1.309,-0.0025,0.018,-0.031,3.140,0.157,-0.602,-3.491,0.0038,-0.014,-0.083,3.140,0.039,-0.497,-9.714E-14,9.3750E-4,-0.012,-2.342E-15,3.140,0.151,-0.576,-2.618,0.0036,-0.014,-0.063,3.140,-0.022,-0.314,3.491,-5.2500E-4,-0.007,0.083,3.140,0.006,0.393,-1.745,1.5000E-4,0.009,-0.042,3.140,0.086,0.131,-3.927,0.0021,0.003,-0.094,3.140,-0.060,-0.367,6.981,-0.0014,-0.009,0.167,3.140,-0.050,0.445,-0.873,-0.0012,0.011,-0.021,3.140,0.108,-1.152,10.036,0.0026,-0.028,0.240
3.150,0.002,-0.550,-10.472,3.7500E-5,-0.013,-0.250,3.150,0.137,0.183,-3.927,0.0033,0.004,-0.094,3.150,0.063,0.628,1.745,0.0015,0.015,0.042,3.150,0.085,-0.419,-1.745,0.0020,-0.010,-0.042,3.150,-0.052,0.733,-1.309,-0.0012,0.017,-0.031,3.150,-0.097,0.759,-1.499E-13,-0.0023,0.018,-3.469E-15,3.150,0.151,-0.602,0.436,0.0036,-0.014,0.010,3.150,0.035,-0.497,2.182,8.2500E-4,-0.012,0.052,3.150,0.145,-0.628,-3.491,0.0035,-0.015,-0.083,3.150,-0.025,-0.288,4.363,-6.0000E-4,-0.007,0.104,3.150,0.011,0.393,-2.182,2.6250E-4,0.009,-0.052,3.150,0.088,0.079,-4.800,0.0021,0.002,-0.115,3.150,-0.064,-0.288,8.290,-0.0015,-0.007,0.198,3.150,-0.046,0.445,-0.873,-0.0011,0.011,-0.021,3.150,0.099,-0.969,8.290,0.0024,-0.023,0.198
3.160,-0.005,-0.654,-7.854,-1.1250E-4,-0.016,-0.188,3.160,0.138,0.157,-3.491,0.0033,0.004,-0.083,3.160,0.069,0.628,1.745,0.0017,0.015,0.042,3.160,0.080,-0.471,-2.182,0.0019,-0.011,-0.052,3.160,-0.046,0.733,-0.873,-0.0011,0.017,-0.021,3.160,-0.090,0.785,-0.436,-0.0021,0.019,-0.010,3.160,0.145,-0.550,0.436,0.0035,-0.013,0.010,3.160,0.028,-0.445,3.491,6.7500E-4,-0.011,0.083,3.160,0.138,-0.681,-2.182,0.0033,-0.016,-0.052,3.160,-0.028,-0.236,5.672,-6.7500E-4,-0.006,0.135,3.160,0.014,0.367,-3.491,3.3750E-4,0.009,-0.083,3.160,0.088,0.026,-5.672,0.0021,6.250E-4,-0.135,3.160,-0.066,-0.183,7.854,-0.0016,-0.004,0.187,3.160,-0.041,0.445,-1.309,-9.7500E-4,0.011,-0.031,3.160,0.091,-0.916,4.219E-13,0.0022,-0.022,9.714E-15
3.170,-0.013,-0.707,-4.363,-3.0000E-4,-0.017,-0.104,3.170,0.140,0.131,-3.927,0.0033,0.003,-0.094,3.170,0.075,0.654,2.182,0.0018,0.016,0.052,3.170,0.075,-0.497,-0.436,0.0018,-0.012,-0.010,3.170,-0.038,0.733,-2.182,-9.0000E-4,0.017,-0.052,3.170,-0.082,0.759,-1.309,-0.0020,0.018,-0.031,3.170,0.140,-0.550,-3.491,0.0033,-0.013,-0.083,3.170,0.025,-0.393,2.182,6.0000E-4,-0.009,0.052,3.170,0.130,-0.681,1.221E-13,0.0031,-0.016,3.123E-15,3.170,-0.030,-0.157,5.672,-7.1250E-4,-0.004,0.135,3.170,0.019,0.314,-4.800,4.5000E-4,0.007,-0.115,3.170,0.088,-0.026,-6.545,0.0021,-6.250E-4,-0.156,3.170,-0.068,-0.105,5.672,-0.0016,-0.003,0.135,3.170,-0.036,0.419,-2.182,-8.6250E-4,0.010,-0.052,3.170,0.082,-1.021,-3.491,0.0019,-0.024,-0.083
3.180,-0.019,-0.733,-1.745,-4.5000E-4,-0.018,-0.042,3.180,0.141,0.079,-4.363,0.0034,0.002,-0.104,3.180,0.082,0.681,2.182,0.0020,0.016,0.052,3.180,0.069,-0.471,0.873,0.0016,-0.011,0.021,3.180,-0.030,0.707,-4.363,-7.1250E-4,0.017,-0.104,3.180,-0.074,0.733,-1.309,-0.0018,0.017,-0.031,3.180,0.135,-0.628,-6.981,0.0032,-0.015,-0.167,3.180,0.022,-0.393,0.436,5.2500E-4,-0.009,0.010,3.180,0.124,-0.654,-1.776E-13,0.0030,-0.016,-3.296E-15,3.180,-0.031,-0.105,4.363,-7.5000E-4,-0.003,0.104,3.180,0.020,0.262,-4.800,4.8750E-4,0.006,-0.115,3.180,0.088,-0.105,-6.981,0.0021,-0.003,-0.167,3.180,-0.068,-0.079,3.491,-0.0016,-0.002,0.083,3.180,-0.033,0.393,-2.618,-7.8750E-4,0.009,-0.063,3.180,0.071,-1.100,2.618,0.0017,-0.026,0.062
3.190,-0.027,-0.733,-1.221E-13,-6.3750E-4,-0.018,-2.776E-15,3.190,0.141,0.026,-3.491,0.0034,6.250E-4,-0.083,3.190,0.090,0.707,0.873,0.0021,0.017,0.021,3.190,0.066,-0.445,1.554E-13,0.0016,-0.011,3.816E-15,3.190,-0.024,0.628,-4.800,-5.6250E-4,0.015,-0.115,3.190,-0.068,0.733,-0.873,-0.0016,0.017,-0.021,3.190,0.127,-0.733,-6.109,0.0030,-0.017,-0.146,3.190,0.017,-0.419,1.309,4.1250E-4,-0.010,0.031,3.190,0.118,-0.654,-2.182,0.0028,-0.016,-0.052,3.190,-0.031,-0.079,3.054,-7.5000E-4,-0.002,0.073,3.190,0.024,0.209,-4.363,5.6250E-4,0.005,-0.104,3.190,0.086,-0.183,-6.109,0.0021,-0.004,-0.146,3.190,-0.069,-0.052,3.054,-0.0016,-0.001,0.073,3.190,-0.028,0.367,-2.618,-6.7500E-4,0.009,-0.062,3.190,0.058,-0.995,11.345,0.0014,-0.024,0.271
